"id","name","nick_name","wins","losses","draws","height","weight","reach","stance","dob","splm","str_acc","sapm","str_def","td_avg","td_avg_acc","td_def","sub_avg","kd_received_avg","td_attempts_received_avg","sub_att_received_avg","sub_def","total_fights","total_fight_time_sec","finish_rate","ctrl_avg","leg_landed_avg","body_landed_avg","kd","strikes_attempted","sub_att","career_td_acc","ko_tko_wins","sub_wins","ko_loss_rate","never_submitted","five_round_fights","five_round_wins","five_round_win_rate","five_round_decision_rate","ground_finish_rate","ground_landed_per_tko","sig_str_landed_per_sec","splm_std","badges"
"8e893f269d5696b2","Tyler Toner","","15","7","0","172.72","65.77","177.8","Orthodox","Mar 31, 1983","2.95","52","2.13","62","0.0","0","54","0.4","6.0","0.0","0.0","0.0","1","300","0.0","0.0","21.0","12.0","0.0","78.0","0.0","0.0","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.07","0.0",""
"49f4b511932f71e9","David Michaud","BullDawg","11","3","0","175.26","70.31","0.0","Orthodox","Nov 10, 1988","3.25","43","4.45","54","2.53","58","77","0.7","1.29","28.49","1.29","0.0","3","695","0.0","858.56","10.36","36.26","0.0","313.0","2.0","58.33","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1942","2.98",""
"26b63bc5c0c1f65d","Alex Chambers","Astro Girl","5","5","0","160.02","52.16","160.02","Southpaw","Oct 25, 1978","2.97","54","5.1","50","2.31","41","53","1.0","0.0","14.52","8.71","66.67","5","930","20.0","602.9","27.1","28.06","0.0","250.0","3.0","41.18","0","1","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1452","9.89","Russian Bear,Pie-thon,Iron Chin"
"de45aaae23dfa392","Christos Giagos","The Spartan","20","12","0","177.8","70.31","180.34","Orthodox","Jan 23, 1990","3.03","41","3.21","50","2.84","36","52","0.4","0.58","6.72","1.75","16.67","14","3079","21.43","611.2","11.69","23.68","1.0","844.0","3.0","36.67","1","2","14.29","0","0","0","0.0","0.0","100.0","1.0","0.1146","5.99",""
"8e1f36476ef02a6a","Jennifer Maia","","21","10","1","162.56","56.7","162.56","Orthodox","Oct 06, 1988","4.35","38","4.52","55","0.42","27","58","0.1","0.0","10.34","0.25","100.0","12","3569","8.33","363.38","26.73","27.74","0.0","2022.0","1.0","27.78","0","1","0.0","1","0","0","0.0","0.0","0.0","0.0","0.2188","6.96","Iron Chin,Locksmith"
"2924886ee9c4c527","Thiago Silva","","19","6","0","187.96","92.99","187.96","Orthodox","Nov 12, 1982","3.92","50","2.55","67","1.03","47","70","0.7","1.7","14.63","0.34","100.0","12","2646","50.0","410.54","35.37","26.87","4.0","849.0","4.0","46.15","6","0","8.33","1","0","0","0.0","0.0","66.67","5.83","0.1557","9.1","KO Creamer,Kickin’ Pot Pie,Can’t Touch This,Locksmith"
"9673a497a9da119a","Polyana Viana","Dama de Ferro","13","8","0","165.1","52.16","170.18","Orthodox","Jun 14, 1992","2.74","40","2.5","53","0.75","33","35","1.7","0.43","8.65","1.73","25.0","11","2080","36.36","167.02","18.17","28.56","1.0","542.0","9.0","33.33","1","3","9.09","0","0","0","0.0","0.0","100.0","2.0","0.1048","4.99","Pie-thon"
"a2ea77e974c5889f","Carlos Felipe","Boi","11","2","0","182.88","111.13","190.5","Orthodox","Jan 12, 1995","4.88","45","5.6","50","0.0","0","72","0.0","0.0","6.6","0.0","0.0","5","1500","0.0","127.8","14.4","66.0","0.0","804.0","0.0","0.0","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.244","3.25","Bakers Dozen,Iron Chin,The Dogwalker"
"9b68bf67c5695185","Todd Brown","Bulldog","16","4","0","180.34","92.99","0.0","Orthodox","Dec 13, 1976","2.15","45","3.85","48","0.0","0","50","0.0","1.5","9.0","1.5","100.0","2","600","0.0","385.5","27.0","16.5","0.0","95.0","0.0","0.0","0","0","50.0","1","0","0","0.0","0.0","0.0","0.0","0.0717","1.3",""
"1eacf73d6a0055dc","Cheick Kongo","","27","10","2","193.04","108.86","208.28","Orthodox","May 17, 1975","3.33","56","1.28","54","2.3","56","52","0.2","1.32","13.15","1.32","83.33","18","4106","38.89","767.17","36.82","33.54","4.0","987.0","3.0","63.16","7","0","11.11","0","0","0","0.0","0.0","85.71","12.71","0.1398","9.32","KO Creamer,Kickin’ Pot Pie"
"7bd94b60d7521e4a","John Albert","Prince","6","5","0","172.72","61.23","172.72","Orthodox","Oct 13, 1986","3.05","49","2.82","35","0.0","0","50","6.1","0.0","3.53","7.06","0.0","5","1020","20.0","182.65","6.18","14.12","1.0","135.0","9.0","0.0","1","0","0.0","0","0","0","0.0","0.0","100.0","14.0","0.0657","6.67","Iron Chin"
"6bb1d2b714d4b3bc","Joey Gilbert","","2","3","0","180.34","70.31","0.0","Orthodox","Jun 05, 1976","0.61","42","4.44","31","0.0","0","0","0.0","0.0","6.06","0.0","0.0","1","297","0.0","18.18","3.03","6.06","0.0","7.0","0.0","0.0","0","0","100.0","1","0","0","0.0","0.0","0.0","0.0","0.0101","0.0",""
"17e97649403ba428","Joshua Van","The Fearless","15","2","0","165.1","56.7","165.1","Orthodox","Oct 10, 2001","8.86","56","6.36","57","0.85","63","81","0.0","0.39","20.45","0.39","100.0","9","2332","22.22","215.74","39.37","86.06","5.0","1931.0","0.0","63.64","2","0","11.11","1","0","0","0.0","0.0","100.0","18.5","0.4704","55.36","Doughmaker,Locksmith,The Dogwalker"
"511e82663651438d","Michael Johnson","The Menace","25","19","0","177.8","70.31","185.42","Southpaw","Jun 04, 1986","4.28","39","3.79","58","0.58","38","81","0.0","0.37","13.24","1.5","33.33","31","7203","19.35","215.66","29.24","61.97","13.0","3885.0","1.0","38.89","6","0","9.68","0","1","1","100.0","0.0","100.0","3.67","0.2139","10.64","KO Creamer,Kickin’ Pot Pie"
"4c7781da8c6cae93","Ryan LaFlare","","14","3","0","185.42","77.11","187.96","Southpaw","Oct 01, 1983","2.89","40","1.86","63","2.13","44","58","0.2","1.75","13.66","2.1","100.0","10","2570","0.0","888.09","17.51","59.18","2.0","1064.0","2.0","44.68","0","0","20.0","1","0","0","0.0","0.0","0.0","0.0","0.1661","8.87","Can’t Touch This"
"31d7446b184e3305","Magomed Mustafaev","The Sniper","14","4","0","172.72","70.31","180.34","Orthodox","Aug 02, 1988","2.59","58","2.68","41","3.31","50","23","0.4","0.92","12.0","1.85","0.0","5","975","60.0","534.46","15.69","21.23","2.0","160.0","1.0","50.0","3","0","0.0","0","0","0","0.0","0.0","66.67","3.67","0.0964","1.76","Russian Bear"
"0b5b6876c2a4723f","Steve Steinbeiss","The Hooligan","9","4","0","190.5","83.91","190.5","Orthodox","May 05, 1981","3.92","55","1.86","49","0.44","50","58","0.0","0.0","15.11","5.04","66.67","2","536","0.0","540.67","15.11","102.43","0.0","148.0","0.0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1716","7.61",""
"98215d037be5bcb7","Cynthia Calvillo","","9","6","1","162.56","52.16","162.56","Orthodox","Jul 13, 1987","4.41","38","4.12","64","1.8","44","77","0.8","0.0","4.37","0.49","100.0","13","3706","23.08","470.4","28.66","54.4","0.0","1916.0","9.0","44.44","0","3","15.38","1","1","1","100.0","100.0","0.0","0.0","0.1986","5.67","Pie-thon,Locksmith,Champ Rounds"
"b93c06d09d1c4ac0","Steven Peterson","Ocho","19","11","0","177.8","65.77","177.8","Orthodox","May 29, 1990","4.76","40","5.94","53","1.42","26","64","0.7","0.41","10.27","0.82","100.0","8","2191","12.5","641.21","31.22","39.84","1.0","1285.0","6.0","30.3","1","0","0.0","1","0","0","0.0","0.0","100.0","2.0","0.2373","9.36","Bakers Dozen,Locksmith,The Dogwalker"
"e4ba58725825412d","Dan Argueta","The Determined","9","3","0","170.18","61.23","172.72","Southpaw","Aug 13, 1993","2.48","43","3.44","50","4.36","35","55","1.4","0.0","9.88","1.65","66.67","6","1639","0.0","969.19","11.53","19.22","0.0","412.0","7.0","35.59","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1092","3.26","Iron Chin"
"bad28b7b34f334de","Tony Halme","","0","4","0","190.5","136.08","0.0","Orthodox","Jan 06, 1963","0.0","0","0.0","0","0.0","0","0","0.0","0.0","16.07","16.07","0.0","1","56","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0",""
"b76c6268dc1d3c05","Danielle Taylor","Dynamite","9","4","0","152.4","52.16","152.4","Orthodox","Oct 25, 1989","2.75","29","3.31","71","0.2","20","70","0.2","0.0","6.0","0.0","0.0","5","1500","0.0","0.6","26.4","19.2","0.0","699.0","1.0","20.0","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.1373","3.59","Iron Chin"
"19db7ac26308178f","Ivan Jorge","Batman","27","7","0","175.26","70.31","185.42","Orthodox","Nov 07, 1980","3.41","49","2.91","59","1.56","16","75","0.6","0.0","3.32","1.66","50.0","4","1085","0.0","812.07","31.52","51.43","0.0","332.0","2.0","16.13","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1512","4.9",""
"ec13c393d029297d","Kaue Fernandes","","10","2","0","175.26","70.31","185.42","Orthodox","Mar 17, 1995","4.0","54","1.32","61","1.3","100","76","0.0","0.0","13.22","0.0","0.0","3","885","33.33","202.37","42.71","30.51","3.0","254.0","0.0","100.0","1","0","0.0","1","0","0","0.0","0.0","100.0","8.0","0.1571","4.71",""
"1971869b7e054261","Mike de la Torre","El Cucuy","14","7","0","180.34","65.77","180.34","Orthodox","Sep 22, 1986","3.21","39","4.75","51","0.36","16","83","0.0","0.7","29.37","2.8","50.0","7","1287","14.29","245.45","2.1","17.48","1.0","339.0","0.0","16.67","1","0","28.57","0","0","0","0.0","0.0","100.0","8.0","0.1033","3.74",""
"f1f37d667bcd0d27","Willamy Freire","Chiquerim","26","6","0","172.72","70.31","0.0","Orthodox","Jul 28, 1987","1.53","37","0.93","62","0.5","100","73","0.0","0.0","24.0","0.0","0.0","1","300","0.0","264.0","12.0","9.0","0.0","50.0","0.0","100.0","0","0","0.0","1","0","0","0.0","0.0","0.0","0.0","0.0767","0.0",""
"7e69a4b0961aa555","Brad Blackburn","Bad Brad","18","13","1","177.8","77.11","185.42","Orthodox","May 25, 1977","4.55","35","3.59","65","0.93","50","76","0.7","0.76","9.94","0.76","100.0","5","1177","20.0","448.09","52.76","33.64","5.0","827.0","3.0","50.0","1","0","20.0","1","0","0","0.0","0.0","100.0","18.0","0.2498","6.93","Doughmaker,The Dogwalker"
"a08ddd04eaffd81d","Mariya Agapova","Money Mashka","10","5","0","167.64","56.7","172.72","Southpaw","Apr 07, 1997","4.43","54","3.62","52","0.55","66","45","0.8","0.0","15.59","7.27","0.0","6","866","33.33","300.35","16.63","58.2","2.0","361.0","3.0","100.0","0","2","16.67","0","0","0","0.0","0.0","0.0","0.0","0.2333","36.16","Pie-thon"
"6d68c1afe954f121","Ode Osbourne","The Jamaican Sensation","13","9","0","170.18","56.7","185.42","Southpaw","Jan 09, 1992","3.07","41","3.43","47","1.09","30","66","0.5","0.72","10.48","2.17","16.67","12","2491","25.0","135.85","16.26","18.79","4.0","670.0","2.0","27.27","3","0","16.67","0","0","0","0.0","0.0","100.0","4.67","0.1104","4.29","KO Creamer"
"c6da1c24fe473418","Julian Sanchez","","0","1","0","190.5","136.08","0.0","Orthodox","","0.0","0","0.0","0","0.0","0","0","0.0","0.0","20.0","40.0","0.0","1","45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0",""
"a4dc47001f202bcd","Rodrigo de Lima","Monstro","8","3","1","170.18","70.31","0.0","Orthodox","Mar 12, 1991","1.29","33","5.5","32","2.66","36","0","1.3","3.98","7.96","0.0","0.0","2","452","0.0","894.03","17.92","13.94","0.0","86.0","2.0","36.36","0","0","50.0","1","0","0","0.0","0.0","0.0","0.0","0.0642","1.41",""
"960d6cae8879ba2b","Robert Peralta","Problems","18","8","0","172.72","65.77","180.34","Orthodox","Mar 14, 1986","3.76","44","2.97","53","0.59","66","65","0.0","0.0","25.06","1.67","66.67","8","1616","25.0","297.4","61.26","39.54","4.0","677.0","0.0","66.67","2","0","0.0","0","0","0","0.0","0.0","100.0","3.5","0.1869","52.68","Iron Chin"
"182f2b78582de3d8","Marcus LeVesseur","The Prospect","22","7","0","175.26","70.31","177.8","Southpaw","Jul 17, 1982","2.55","64","3.7","37","3.89","36","83","0.6","1.25","7.49","8.74","71.43","3","721","0.0","1105.96","49.93","12.48","0.0","107.0","1.0","36.84","0","0","33.33","0","0","0","0.0","0.0","0.0","0.0","0.0957","3.92","Greasy"
"633a45d131192ffe","Kajan Johnson","Ragin'","23","13","1","180.34","70.31","190.5","Orthodox","Apr 21, 1984","2.47","42","1.59","64","1.54","37","62","0.2","1.09","13.07","1.63","66.67","7","1653","14.29","442.11","31.58","25.59","2.0","503.0","1.0","37.5","1","0","14.29","0","0","0","0.0","0.0","100.0","2.0","0.1307","9.33","Can’t Touch This"
"6ef65b6a152e49d5","Philip De Fries","","12","6","0","195.58","113.4","200.66","Orthodox","Apr 21, 1986","2.3","47","3.0","37","3.29","42","100","0.6","2.43","3.64","2.43","100.0","5","742","20.0","1306.33","1.21","7.28","1.0","133.0","1.0","42.86","0","1","60.0","1","0","0","0.0","0.0","0.0","0.0","0.0849","3.61","Russian Bear,Greasy"
"79cb2a690b9ba5e8","Zarrukh Adashev","The Lion","4","4","0","165.1","56.7","165.1","Southpaw","Jul 29, 1992","3.65","40","3.04","64","0.0","0","100","0.5","3.9","1.3","0.0","0.0","4","693","0.0","61.04","29.87","20.78","0.0","285.0","1.0","0.0","0","0","50.0","1","0","0","0.0","0.0","0.0","0.0","0.1659","4.55","Greasy"
"c0ac37a4a1133da9","Marcus McGhee","The Maniac","10","2","0","172.72","61.23","175.26","Orthodox","May 07, 1990","5.5","45","3.64","57","0.31","14","90","0.3","0.0","8.4","0.0","0.0","5","1071","60.0","145.38","33.61","35.29","3.0","582.0","1.0","14.29","2","1","0.0","1","0","0","0.0","0.0","50.0","5.0","0.2456","6.1","Bakers Dozen,Greasy,Iron Chin,The Dogwalker"
"312f47c3d2f83ffa","Houston Dorr","","1","2","0","185.42","95.25","0.0","Orthodox","","0.0","0","0.0","0","0.0","0","0","0.0","0.0","4.04","0.0","0.0","1","223","0.0","0.0","4.04","0.0","0.0","2.0","0.0","0.0","0","0","100.0","1","0","0","0.0","0.0","0.0","0.0","0.0045","0.0",""
"850266b3dc4e506e","Daniel Marcos","Soncora","17","1","0","170.18","61.23","175.26","Orthodox","Mar 07, 1993","5.11","53","3.88","61","0.99","46","84","0.0","0.0","11.64","0.58","100.0","6","1546","16.67","413.32","41.91","42.5","2.0","694.0","0.0","46.15","1","0","0.0","1","0","0","0.0","0.0","100.0","1.0","0.2477","7.28","Bakers Dozen,Iron Chin,The Dogwalker"
"83b743fedde154fb","Joe Son","","0","4","0","162.56","107.05","0.0","Orthodox","Nov 22, 1970","0.0","0","0.0","0","0.0","0","0","0.0","0.0","0.0","5.49","0.0","1","164","0.0","0.0","0.0","0.0","0.0","0.0","1.0","100.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0",""
"fccf811c1e8b01c7","Andrew Sanchez","El Dirte","13","7","0","185.42","83.91","187.96","Orthodox","Apr 08, 1988","4.3","43","5.1","50","2.55","36","100","0.0","0.38","3.41","0.0","0.0","10","2378","10.0","921.19","19.3","37.47","3.0","1275.0","0.0","36.67","1","0","40.0","1","0","0","0.0","0.0","100.0","2.0","0.2342","26.4","Greasy,The Dogwalker"
"0ee783aa00e468f0","Vitor Belfort","The Phenom","26","14","0","182.88","83.91","187.96","Southpaw","Apr 01, 1977","1.59","46","2.83","50","1.02","60","53","0.6","1.21","8.07","0.4","50.0","26","4462","53.85","96.21","4.44","6.86","11.0","607.0","8.0","75.0","12","2","26.92","0","5","5","100.0","0.0","83.33","5.17","0.0643","5.09","KO Creamer"
"9e50097a89442158","Mickey Gall","","7","7","0","187.96","77.11","187.96","Switch","Jan 22, 1992","3.5","49","4.72","49","1.15","32","37","1.6","1.68","5.39","0.0","0.0","13","2674","38.46","362.49","6.73","19.52","2.0","738.0","11.0","32.0","0","5","23.08","1","0","0","0.0","0.0","0.0","0.0","0.1369","4.73","Pie-thon"
"3be081c29bf734d9","Takanori Gomi","The Fireball Kid","35","14","0","170.18","70.31","177.8","Southpaw","Sep 22, 1978","3.81","41","3.52","60","1.23","65","63","0.8","1.53","11.44","3.81","30.0","13","2360","15.38","229.96","10.68","41.57","2.0","943.0","0.0","25.0","2","0","30.77","0","0","0","0.0","0.0","100.0","4.5","0.1555","8.23",""
"08a7080ff5904661","Rafael Carino","","2","1","1","203.2","111.13","0.0","Orthodox","","0.0","0","0.0","0","0.0","0","0","0.0","0.0","0.0","0.0","0.0","1","332","100.0","0.0","0.0","0.0","0.0","17.0","0.0","100.0","1","0","0.0","1","0","0","0.0","0.0","100.0","8.0","0.0241","0.0",""
"75e0d3cc2262b732","Shane Roller","","11","7","0","177.8","70.31","182.88","Orthodox","Jul 14, 1979","2.04","34","2.65","60","2.46","33","42","1.9","1.62","7.3","4.05","0.0","6","1110","16.67","720.81","14.59","10.54","1.0","347.0","2.0","21.74","1","0","16.67","0","0","0","0.0","0.0","100.0","2.0","0.1117","6.2","Can’t Touch This"
"edad57b3dddf2168","Jared Papazian","The Jackhammer","20","13","0","172.72","61.23","170.18","Southpaw","Feb 01, 1988","3.33","39","3.81","44","0.0","0","50","0.0","1.12","20.22","5.62","80.0","3","801","0.0","350.56","13.48","24.72","0.0","281.0","0.0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1386","4.71",""
"a4a80dd7336ffd59","Melissa Gatto","","9","2","2","165.1","61.23","175.26","Orthodox","May 02, 1996","3.78","49","2.84","54","1.47","28","63","0.5","0.0","10.08","1.83","100.0","5","982","60.0","995.32","32.08","61.41","1.0","466.0","2.0","28.57","3","0","0.0","1","0","0","0.0","0.0","100.0","3.33","0.2363","14.53","KO Creamer,Kickin’ Pot Pie,Iron Chin,The Dogwalker"
"738acab0c6934dd8","Dmitri Stepanov","","0","1","0","190.5","98.43","0.0","Orthodox","","0.0","0","0.0","0","0.0","0","0","0.0","0.0","10.0","10.0","0.0","1","90","0.0","0.0","10.0","0.0","0.0","1.0","0.0","0.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.0111","0.0",""
"48d1f690b763934c","Chael Sonnen","","29","15","1","185.42","92.99","185.42","Southpaw","Apr 03, 1977","3.08","43","1.1","62","3.81","59","66","0.4","0.29","7.42","5.13","38.89","14","3155","14.29","1693.31","23.68","19.4","0.0","900.0","4.0","53.62","0","2","21.43","0","1","1","100.0","0.0","0.0","0.0","0.13","7.14","Russian Bear,Can’t Touch This"
"d3f5d33d61cd00c9","Norma Dumont","The Immortal","12","2","0","170.18","61.23","170.18","Orthodox","Oct 01, 1990","3.86","50","2.16","65","1.72","56","72","0.0","0.62","7.73","0.0","0.0","10","2911","0.0","751.6","27.21","36.17","2.0","1147.0","0.0","56.67","0","0","10.0","1","1","1","100.0","100.0","0.0","0.0","0.1972","8.37","Can’t Touch This,Champ Rounds"
"203c957eac95dd87","Hyun Gyu Lim","The Ace","13","7","1","190.5","77.11","195.58","Orthodox","Jan 16, 1985","4.45","41","5.07","51","0.23","100","73","0.2","4.32","14.2","0.62","100.0","7","1458","42.86","48.15","17.28","27.78","4.0","697.0","1.0","100.0","3","0","28.57","1","0","0","0.0","0.0","100.0","5.67","0.1962","6.69","KO Creamer"
"35b3772629e27a49","Kevin Croom","Crash","21","15","0","180.34","61.23","185.42","Orthodox","Jul 15, 1987","2.65","34","3.1","41","0.48","5","30","0.5","2.65","13.27","1.33","100.0","4","678","0.0","682.3","27.88","18.58","1.0","243.0","1.0","5.88","0","0","25.0","1","0","0","0.0","0.0","0.0","0.0","0.1224","4.07",""
"65578a75fa7900e3","Uriah Hall","Prime Time","18","11","0","182.88","83.91","200.66","Orthodox","Jul 31, 1984","3.23","48","3.85","54","0.54","38","64","0.1","0.68","13.38","0.68","100.0","19","3968","42.11","165.12","33.8","28.58","8.0","1305.0","2.0","38.89","8","0","15.79","1","1","1","100.0","0.0","75.0","7.38","0.1598","12.57","KO Creamer,Kickin’ Pot Pie,Locksmith"
"a0f0004aadf10b71","Alexandre Pantoja","The Cannibal","30","5","0","165.1","56.7","170.18","Orthodox","Apr 16, 1990","4.36","50","3.88","49","2.8","47","69","1.0","0.23","18.18","0.0","0.0","17","3861","47.06","970.63","32.87","46.85","4.0","1859.0","14.0","47.62","2","6","0.0","1","5","5","100.0","60.0","100.0","11.5","0.2422","10.75","Russian Bear,Pie-thon,The Dogwalker,Champ Rounds"
"3c241737a6069b9f","Denis Kang","","35","16","2","180.34","83.91","195.58","Orthodox","Sep 17, 1977","2.27","35","1.65","67","2.51","65","38","1.2","0.0","3.21","2.14","50.0","3","840","0.0","1121.79","3.21","16.07","1.0","173.0","2.0","66.67","0","0","33.33","0","0","0","0.0","0.0","0.0","0.0","0.081","1.63",""
"436f970c9ea9169c","Gabriel Benitez","Moggly","23","13","0","172.72","70.31","180.34","Southpaw","Jun 15, 1988","5.26","41","4.49","63","0.22","50","55","0.9","1.11","14.43","1.11","75.0","15","3244","33.33","92.94","41.62","45.78","4.0","1754.0","8.0","50.0","3","2","26.67","0","0","0","0.0","0.0","100.0","10.67","0.2253","10.52","Bakers Dozen,Kickin’ Pot Pie"
"4bcb6eb12b4ad4aa","Vitor Miranda","Lex Luthor","12","5","0","185.42","83.91","195.58","Orthodox","Mar 10, 1979","2.98","45","2.95","58","0.95","55","50","0.2","0.0","14.6","1.04","100.0","7","1726","42.86","339.98","35.46","18.25","0.0","512.0","1.0","55.56","3","0","0.0","1","0","0","0.0","0.0","33.33","16.33","0.1362","12.73","Kickin’ Pot Pie,Iron Chin"
"94527830000ab715","Rani Yahya","","28","12","1","167.64","61.23","170.18","Orthodox","Sep 12, 1984","1.71","38","2.08","50","2.73","30","29","1.8","1.11","5.38","0.93","100.0","21","4848","33.33","984.47","22.09","15.22","0.0","1122.0","23.0","31.06","0","7","9.52","1","0","0","0.0","0.0","0.0","0.0","0.0908","4.47","Pie-thon"
"579fcdfcabd23a7b","Brian Stann","All American","12","6","0","185.42","92.99","187.96","Orthodox","Sep 24, 1980","3.28","42","2.65","59","0.12","12","60","0.3","0.66","18.43","2.63","62.5","11","2734","36.36","340.38","30.94","21.73","7.0","769.0","3.0","0.0","3","1","9.09","0","0","0","0.0","0.0","100.0","9.67","0.1218","4.18","KO Creamer,Kickin’ Pot Pie"
"ec18eb918121787c","Kazula Vargas","","12","5","0","172.72","70.31","180.34","Southpaw","Aug 15, 1985","3.65","53","1.77","57","0.4","25","30","0.4","0.0","8.4","1.68","50.0","4","1071","0.0","368.91","19.33","31.93","0.0","256.0","1.0","25.0","0","0","0.0","0","0","0","0.0","0.0","0.0","0.0","0.1289","6.98",""
"b4bc2e3353a770b5","Ian Freeman","The Machine","20","7","1","180.34","102.06","0.0","Orthodox","Nov 10, 1966","2.54","48","3.11","44","1.44","40","80","0.7","0.71","19.06","4.94","42.86","6","1275","33.33","736.24","2.82","6.35","0.0","196.0","2.0","50.0","2","0","16.67","0","0","0","0.0","0.0","100.0","15.0","0.0776","2.96",""
"304a21d0595e1a08","Justin Jaynes","The Guitar Hero","16","8","0","170.18","65.77","172.72","Orthodox","Aug 10, 1989","3.34","44","5.33","62","0.75","40","20","1.1","0.99","4.96","6.94","42.86","5","908","20.0","224.01","4.96","30.73","2.0","302.0","3.0","40.0","1","0","40.0","0","0","0","0.0","0.0","100.0","2.0","0.1476","8.97",""
"523fa774700d7d3f","Court McGee","The Crusher","23","14","0","180.34","77.11","190.5","Orthodox","Dec 12, 1984","4.5","36","3.65","60","1.78","24","70","0.5","0.97","6.65","0.69","100.0","24","6499","12.5","596.72","47.78","43.07","3.0","3700.0","9.0","24.83","0","3","12.5","1","0","0","0.0","0.0","0.0","0.0","0.2099","9.48","Locksmith"
"8c57c7b8c3bab0eb","Nicolae Negumereanu","","13","2","0","182.88","92.99","198.12","Orthodox","Sep 04, 1994","3.58","41","5.56","39","1.02","28","62","0.0","0.64","5.09","0.0","0.0","6","1415","33.33","484.03","20.35","12.72","0.0","510.0","0.0","28.57","2","0","16.67","1","0","0","0.0","0.0","100.0","3.0","0.1484","5.6",""
"05339613bf8e9808","Rob Font","","22","8","0","172.72","61.23","180.34","Orthodox","Jun 25, 1987","5.49","46","3.67","57","0.79","34","42","0.4","0.9","12.45","0.54","66.67","19","4986","36.84","217.87","16.61","43.14","7.0","2944.0","6.0","34.21","6","1","0.0","0","1","1","100.0","100.0","83.33","6.5","0.2732","12.39","KO Creamer,Bakers Dozen,Kickin’ Pot Pie,The Dogwalker,Champ Rounds"
"1338e2c7480bdf9e","Israel Adesanya","The Last Stylebender","24","5","0","193.04","83.91","203.2","Switch","Jul 22, 1989","4.02","48","3.2","55","0.05","11","76","0.1","0.39","19.22","0.39","0.0","18","4590","27.78","120.78","74.9","52.16","13.0","2639.0","3.0","11.11","5","0","11.11","0","9","9","100.0","66.67","60.0","2.4","0.2769","11.61","Kickin’ Pot Pie,The Dogwalker,Champ Rounds"
"f1b2a4365799c48b","Christian Wellisch","The Hungarian Nightmare","8","5","0","187.96","106.14","195.58","Orthodox","Sep 13, 1975","3.12","27","3.04","56","1.22","42","45","1.2","3.55","19.53","0.0","0.0","5","1014","20.0","243.2","15.98","7.1","1.0","412.0","3.0","42.86","0","1","40.0","1","0","0","0.0","0.0","0.0","0.0","0.1134","4.68",""
"0ff11cc094e887bc","Cain Velasquez","","14","3","0","185.42","108.86","195.58","Orthodox","Jul 28, 1982","6.37","57","2.33","57","5.13","45","85","0.4","0.37","4.39","1.1","66.67","15","2462","66.67","1473.56","36.56","28.15","10.0","1249.0","3.0","41.98","10","0","13.33","0","4","4","100.0","25.0","100.0","20.1","0.292","16.79","KO Creamer,Bakers Dozen,Russian Bear,Doughmaker,Kickin’ Pot Pie,Greasy,The Dogwalker,Champ Rounds"
"ffc088e64fab57e9","Quinton Jackson","Rampage","37","12","0","185.42","92.99","185.42","Orthodox","Jun 20, 1978","3.25","54","2.51","55","1.52","56","73","0.1","0.27","17.91","2.44","77.78","13","3317","23.08","375.25","14.65","36.09","8.0","1186.0","0.0","30.0","3","0","0.0","0","2","2","100.0","50.0","100.0","2.0","0.155","5.2","Kickin’ Pot Pie,Champ Rounds"
"f748267c4ab6c127","Rhys McKee","Skeletor","14","6","1","187.96","77.11","198.12","Orthodox","Sep 10, 1995","5.16","44","7.92","46","0.0","0","41","0.0","0.0","11.02","0.65","100.0","5","1389","20.0","316.2","16.2","42.76","3.0","617.0","0.0","0.0","1","0","20.0","1","0","0","0.0","0.0","100.0","2.0","0.1973","8.5","Bakers Dozen"
"361d49960a196976","Daniel Pineda","The Pit","28","17","0","170.18","65.77","175.26","Orthodox","Aug 06, 1985","2.85","49","3.26","45","1.42","24","54","1.5","1.29","17.08","0.32","100.0","14","2793","35.71","633.51","20.95","17.4","2.0","728.0","13.0","24.0","1","4","14.29","1","0","0","0.0","0.0","100.0","48.0","0.1293","4.49","Pie-thon,Doughmaker,Locksmith"
"e18a19001a3f7c7d","Alptekin Ozkilic","The Turkish Delight","9","5","0","165.1","56.7","165.1","Orthodox","Mar 27, 1986","3.81","32","5.72","59","4.21","58","75","0.0","2.27","12.1","0.76","100.0","4","1190","0.0","567.23","12.1","22.69","0.0","588.0","0.0","58.33","0","0","50.0","1","0","0","0.0","0.0","0.0","0.0","0.1597","5.91",""
