id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,kd_received_avg,td_attempts_received_avg,sub_att_received_avg,sub_def,total_fights,total_fight_time_sec,finish_rate,ctrl_avg,leg_landed_avg,body_landed_avg,kd,strikes_attempted,sub_att,career_td_acc,ko_tko_wins,sub_wins,ko_loss_rate,never_submitted,five_round_fights,five_round_wins,five_round_win_rate,five_round_decision_rate,ground_finish_rate,ground_landed_per_tko,sig_str_landed_per_sec,splm_std
279566840aa55bf2,Alexander Volkov,Drago,38,11,0,200.66,113.4,203.2,Orthodox,"Oct 24, 1988",4.97,57,2.99,54,0.61,66,72,0.2,0.45,19.96,0.68,66.67,17.0,3968.0,41.18,269.91,46.27,54.66,4.0,1998.0,2.0,66.67,6.0,1.0,5.88,0.0,4.0,4.0,100.0,0.0,66.67,6.5,0.2868,10.39
4126a78111c0855a,Caio Borralho,The Natural,17,1,0,185.42,83.91,190.5,Southpaw,"Jan 16, 1993",3.61,60,2.34,62,1.56,60,76,0.5,0.0,5.71,0.0,0.0,7.0,1735.0,28.57,1030.2,24.9,31.64,3.0,569.0,4.0,56.25,1.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,0.0,0.0,0.1937,8.84
7674b836ce0698a0,Yousri Belgaroui,,8,3,0,195.58,83.91,200.66,Orthodox,"Jun 02, 1992",4.43,60,2.65,57,0.0,0,81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
f96856f9d69fd7e4,Robert Bryczek,,17,6,0,182.88,83.91,190.5,Orthodox,"Jul 04, 1990",2.13,24,4.47,60,0.0,0,100,0.0,3.0,12.0,0.0,0.0,1.0,300.0,0.0,90.0,9.0,30.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067,0.0
41e83a89929d1327,Jailton Almeida,Malhadinho,22,3,0,190.5,92.99,200.66,Orthodox,"Jun 26, 1991",2.62,65,0.89,41,6.58,60,60,2.4,0.0,1.43,0.0,0.0,9.0,1894.0,77.78,1478.78,1.9,4.75,0.0,265.0,10.0,60.0,3.0,4.0,11.11,1.0,2.0,2.0,100.0,50.0,100.0,28.67,0.0935,4.58
6967153c7edb4d87,Ozzy Diaz,,10,3,0,193.04,83.91,200.66,Orthodox,"Nov 22, 1990",6.44,50,7.23,59,0.0,0,50,0.0,2.02,6.07,0.0,0.0,2.0,445.0,0.0,0.0,14.16,28.31,0.0,273.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3236,11.64
e13abac8089a801a,Justin Tafa,Bad Man,7,5,0,182.88,119.75,187.96,Southpaw,"Dec 13, 1993",4.05,54,5.11,47,0.0,0,53,0.0,1.22,9.16,1.22,100.0,10.0,1474.0,40.0,161.8,18.32,37.86,4.0,406.0,0.0,0.0,4.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,75.0,1.75,0.1499,5.53
6b56e94a59b7b134,Oban Elliott,The Welsh Gangster,12,3,0,182.88,77.11,182.88,Orthodox,"Dec 19, 1997",3.5,48,2.24,60,1.7,44,55,0.0,0.96,19.15,0.96,100.0,4.0,940.0,25.0,902.87,34.47,31.6,1.0,384.0,0.0,44.44,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,8.0,0.2011,38.87
c051c2e12d692b8a,Jesus Aguilar,,11,3,0,162.56,56.7,157.48,Orthodox,"Mar 13, 1996",1.73,45,1.1,59,1.83,35,40,1.8,0.0,25.19,2.61,33.33,5.0,1036.0,40.0,351.83,10.42,7.82,1.0,133.0,5.0,33.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589,2.8
886264a0c9f4ea5e,Andre Muniz,Sergipano,24,7,0,185.42,83.91,198.12,Southpaw,"Feb 17, 1990",2.04,49,2.33,51,4.02,49,35,1.2,0.39,3.47,1.16,33.33,9.0,2333.0,33.33,709.43,11.96,13.12,0.0,335.0,7.0,53.33,0.0,3.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0664,2.36
3df5493bb279226f,Amanda Lemos,,15,4,1,162.56,52.16,165.1,Southpaw,"May 22, 1987",2.89,54,3.46,44,1.14,62,59,0.7,0.32,8.7,1.61,0.0,13.0,2793.0,38.46,489.8,16.76,26.42,6.0,698.0,6.0,62.5,3.0,2.0,7.69,0.0,1.0,1.0,100.0,0.0,100.0,6.33,0.1361,8.91
b7c5eb7cdbac6a63,Danny Barlow,LeftHand2God,9,1,0,187.96,83.91,200.66,Southpaw,"Aug 02, 1995",5.62,50,3.7,51,0.0,0,100,0.0,1.58,4.75,0.0,0.0,3.0,568.0,33.33,141.02,36.44,34.86,1.0,314.0,0.0,0.0,1.0,0.0,33.33,1.0,0.0,0.0,0.0,0.0,100.0,6.0,0.2764,31.17
4e30e4250cb08b61,Loma Lookboonmee,,10,3,0,154.94,52.16,154.94,Orthodox,"Jan 18, 1996",3.87,56,2.47,52,2.03,51,73,0.1,0.0,12.52,1.84,100.0,9.0,2444.0,11.11,460.31,33.14,81.01,0.0,863.0,1.0,51.52,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1989,6.11
07225ba28ae309b6,Charles Oliveira,Do Bronxs,35,11,0,177.8,70.31,187.96,Orthodox,"Oct 17, 1989",3.41,55,3.26,48,2.23,39,56,2.6,0.98,8.13,1.63,50.0,35.0,5534.0,57.14,758.51,21.63,38.38,8.0,1616.0,46.0,39.39,4.0,16.0,14.29,0.0,5.0,5.0,100.0,20.0,100.0,8.5,0.1614,22.2
7026eca45f65377b,Jared Gordon,Flash,21,7,0,175.26,70.31,172.72,Orthodox,"Sep 06, 1988",5.67,55,3.91,56,1.83,32,62,0.0,0.44,8.88,1.55,71.43,16.0,4052.0,18.75,838.03,21.32,36.2,2.0,1752.0,0.0,32.81,3.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,100.0,14.0,0.2414,10.53
71505842fb6455c3,Dustin Stoltzfus,,16,7,0,182.88,83.91,190.5,Orthodox,"Nov 15, 1991",3.14,45,3.14,47,2.26,41,46,1.3,0.89,6.24,2.23,20.0,9.0,2020.0,22.22,713.76,29.41,26.73,2.0,621.0,7.0,39.39,1.0,1.0,22.22,0.0,0.0,0.0,0.0,0.0,100.0,4.0,0.1366,10.17
b671bdf981ad527d,HyunSung Park,Peace of Mind,10,1,0,170.18,56.7,167.64,Orthodox,"Nov 04, 1995",3.66,46,2.94,59,1.59,33,50,2.4,2.8,9.81,1.4,0.0,4.0,642.0,75.0,478.04,39.25,25.23,2.0,246.0,4.0,40.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.0,0.1636,4.15
4e6738062d469256,Sedriques Dumas,The Reaper,10,3,0,187.96,83.91,200.66,Orthodox,"Aug 06, 1995",2.1,45,2.5,55,1.25,35,40,0.2,1.24,9.33,1.87,33.33,6.0,1447.0,0.0,799.24,26.74,12.44,0.0,275.0,0.0,30.77,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857,3.38
1d2d98ddd05b38fb,Axel Sola,,10,0,1,187.96,77.11,187.96,Southpaw,"Sep 17, 1997",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49edd0d90f60fb7d,Brendson Ribeiro,The Gorilla,17,8,0,190.5,92.99,205.74,Orthodox,"Sep 08, 1996",3.26,42,4.04,52,0.99,42,0,0.7,1.81,6.34,0.0,0.0,5.0,994.0,20.0,117.71,25.35,24.45,1.0,277.0,2.0,42.86,0.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1167,5.96
b67d6bacc68d4c92,Daniel Santos,Willycat,13,2,0,170.18,65.77,170.18,Orthodox,"Mar 12, 1995",4.74,40,4.96,51,3.03,39,73,0.0,0.77,11.56,0.77,100.0,4.0,1168.0,25.0,856.08,21.58,47.77,1.0,638.0,0.0,39.29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,2.0,0.2209,3.53
6d4b63c767106d3a,Vicente Luque,The Silent Assassin,23,11,1,180.34,77.11,190.5,Orthodox,"Nov 27, 1991",5.02,51,5.25,52,0.97,51,61,0.7,0.73,10.9,0.73,75.0,23.0,4953.0,60.87,361.42,51.24,26.53,10.0,2103.0,10.0,51.85,8.0,6.0,8.7,0.0,1.0,1.0,100.0,100.0,87.5,4.62,0.2207,11.53
2f815ed5f8278ba6,Ateba Gautier,The Silent Assassin,8,1,0,193.04,83.91,205.74,Switch,"Apr 10, 2002",6.93,61,2.19,52,0.0,0,90,0.0,0.0,0.0,0.0,0.0,2.0,282.0,100.0,3.19,3.19,19.15,2.0,87.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,1.0,0.1667,4.18
5f61780fe5e9b6d0,Andre Petroski,,13,5,0,182.88,83.91,185.42,Switch,"Jun 12, 1991",2.82,49,2.75,52,3.21,51,86,1.3,0.73,8.05,0.37,100.0,11.0,2459.0,27.27,1111.18,17.2,26.72,1.0,722.0,11.0,51.92,1.0,2.0,18.18,1.0,0.0,0.0,0.0,0.0,100.0,29.0,0.1444,6.12
01641ba5df0c69b0,Gabriel Bonfim,Marretinha,18,1,0,185.42,77.11,182.88,Orthodox,"Aug 20, 1997",4.54,45,3.53,63,4.03,55,76,1.6,0.7,11.83,0.0,0.0,6.0,1293.0,50.0,508.12,36.89,29.93,0.0,493.0,5.0,53.85,0.0,3.0,16.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1756,5.41
881bf86d4cba8578,Nassourdine Imavov,The Sniper,16,4,0,190.5,83.91,190.5,Orthodox,"Mar 01, 1996",4.45,55,3.26,58,0.85,32,78,1.1,0.0,13.21,0.0,0.0,11.0,2589.0,36.36,586.79,28.16,49.02,2.0,1264.0,12.0,32.14,4.0,0.0,0.0,1.0,3.0,3.0,100.0,33.33,100.0,7.75,0.2715,12.23
9c442aaf149ea982,Shauna Bannon,Mama B,7,1,0,165.1,52.16,165.1,Switch,"Oct 23, 1993",4.77,43,3.88,44,0.0,0,42,0.8,1.12,7.86,0.0,0.0,3.0,802.0,33.33,150.37,40.4,72.94,0.0,417.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2282,2.18
abb68e3c7ca128f2,Julia Polastri,Psycho,13,5,0,157.48,52.16,160.02,Orthodox,"Mar 05, 1998",5.62,55,5.37,56,0.87,80,58,0.4,0.0,17.0,0.0,0.0,3.0,900.0,0.0,486.0,35.0,68.0,0.0,418.0,1.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2656,2.22
e5549c82bfb5582d,Alex Pereira,Poatan,12,3,0,193.04,92.99,200.66,Orthodox,"Jul 07, 1987",5.0,62,3.5,53,0.11,50,78,0.2,0.41,17.32,0.82,100.0,11.0,2183.0,63.64,58.13,73.8,72.56,7.0,1058.0,2.0,50.0,7.0,0.0,9.09,1.0,5.0,5.0,100.0,0.0,71.43,5.0,0.301,46.22
723b64c0e9a8f348,Josias Musasa,The KO Wizard,8,1,0,172.72,61.23,187.96,Southpaw,"Oct 10, 1998",3.45,43,4.6,28,0.82,50,77,0.8,4.59,9.18,9.18,0.0,1.0,196.0,0.0,45.92,45.92,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0663,0.0
0c6d9ea8306c029e,Brad Tavares,,21,11,0,185.42,83.91,187.96,Orthodox,"Dec 21, 1987",3.42,43,3.28,55,0.71,26,81,0.0,0.93,17.59,1.07,100.0,26.0,6755.0,7.69,357.87,36.37,25.05,4.0,2656.0,0.0,26.67,2.0,0.0,19.23,1.0,0.0,0.0,0.0,0.0,100.0,6.0,0.1707,8.14
45f0cc9d18f35137,Chris Gutierrez,El Guapo,22,6,2,175.26,61.23,170.18,Orthodox,"Apr 22, 1991",4.59,58,2.65,63,0.24,25,70,0.1,0.24,12.81,0.71,66.67,14.0,3794.0,21.43,117.9,104.85,23.96,6.0,1469.0,1.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,2.67,0.2277,4.57
f5779a2303ed76ec,Valter Walker,The Clean Monster,14,1,0,198.12,120.2,198.12,Orthodox,"Dec 14, 1997",1.9,49,2.89,42,5.43,66,0,2.0,0.0,0.0,0.0,0.0,4.0,727.0,75.0,939.61,14.86,7.43,0.0,85.0,3.0,66.67,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578,2.48
da7f113b5ea39c43,Mohammed Usman,The Motor,12,4,0,187.96,108.41,200.66,Orthodox,"Apr 01, 1989",3.85,39,4.27,51,0.56,14,66,0.0,0.0,3.52,1.17,100.0,6.0,1536.0,16.67,534.38,1.17,69.73,1.0,791.0,0.0,14.29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,2.0,0.2018,6.05
81d2c551886bd5a1,Alice Pereira,Golden Girl,6,0,0,,61.23,,,"Dec 20, 2005",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
a845f0735bc67405,Jake Matthews,The Celtic Kid,22,7,0,180.34,77.11,185.42,Orthodox,"Aug 19, 1994",3.44,43,2.63,60,1.51,42,67,0.6,0.69,5.83,1.37,62.5,22.0,5253.0,36.36,603.26,16.45,25.36,5.0,1939.0,10.0,42.37,2.0,6.0,4.55,0.0,0.0,0.0,0.0,0.0,100.0,26.5,0.1622,6.15
c03520b5c88ed6b4,Merab Dvalishvili,The Machine,20,4,0,167.64,61.23,172.72,Orthodox,"Jan 10, 1991",4.31,42,2.48,56,5.84,35,82,0.3,0.2,8.3,0.2,0.0,15.0,4447.0,13.33,1119.38,38.66,39.26,1.0,2533.0,5.0,35.66,1.0,1.0,0.0,0.0,4.0,4.0,100.0,75.0,100.0,57.0,0.2415,5.03
36b8f265bcd1b7a4,Abus Magomedov,,28,6,1,187.96,83.91,198.12,Orthodox,"Sep 02, 1990",3.21,48,3.68,56,2.65,57,100,0.2,1.31,0.66,0.66,100.0,6.0,1373.0,33.33,667.3,19.01,42.61,1.0,452.0,1.0,57.14,1.0,1.0,16.67,1.0,0.0,0.0,0.0,0.0,100.0,2.0,0.1588,5.88
a09ed60aa67a3f67,Farid Basharat,Ferocious,13,0,0,172.72,61.23,180.34,Orthodox,"Aug 02, 1997",4.36,55,2.57,59,3.97,44,80,0.5,0.0,7.79,1.56,100.0,4.0,1155.0,25.0,949.09,32.73,24.16,0.0,328.0,2.0,41.18,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,4.44
c06d6b18862f9a53,Rodrigo Sezinando,,9,1,0,,77.11,,Orthodox,"Dec 11, 1997",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ae7fe94f117f98cf,Joaquim Silva,Netto BJJ,13,6,0,172.72,70.31,175.26,Southpaw,"Feb 05, 1989",3.66,43,4.53,53,0.39,50,69,0.8,1.25,21.68,0.0,0.0,11.0,2159.0,27.27,163.83,22.09,50.02,3.0,976.0,6.0,50.0,3.0,0.0,27.27,1.0,0.0,0.0,0.0,0.0,100.0,4.67,0.1964,9.09
d7c3816669784109,Karolina Kowalkiewicz,,16,9,0,160.02,52.16,162.56,Orthodox,"Oct 15, 1985",5.54,43,5.51,57,0.31,22,74,0.2,0.18,12.03,0.9,60.0,18.0,5014.0,5.56,274.09,28.72,59.95,0.0,3051.0,3.0,22.73,0.0,1.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2637,8.05
399afbabc02376b5,Tom Aspinall,,15,3,0,195.58,116.12,198.12,Orthodox,"Apr 11, 1993",8.07,67,2.89,65,3.27,100,100,1.6,0.0,2.25,0.0,0.0,9.0,801.0,88.89,343.82,28.09,20.22,5.0,220.0,2.0,100.0,6.0,2.0,11.11,1.0,4.0,4.0,100.0,0.0,100.0,6.33,0.1848,7.25
312f7d7b2b2f7de4,Djorden Santos,Shakur,10,2,0,182.88,83.91,190.5,Orthodox,"Aug 01, 1997",7.2,43,5.87,49,1.0,40,86,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,78.0,24.0,24.0,0.0,345.0,0.0,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4367,0.0
519e4fe37ce9ff75,Drew Dober,,27,15,0,172.72,70.31,177.8,Southpaw,"Oct 19, 1988",4.36,40,4.33,51,0.66,17,56,0.1,0.57,12.19,1.33,28.57,25.0,4726.0,40.0,333.64,22.09,38.09,9.0,2207.0,1.0,17.31,9.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,88.89,4.11,0.1881,10.24
92aed9d16794f42b,Robert Ruchala,Faker,11,1,0,172.72,65.77,182.88,Switch,"May 15, 1998",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7ee0fd831c0fe7c3,Carlos Prates,The Nightmare,22,7,0,185.42,77.11,198.12,Switch,"Aug 17, 1993",3.82,54,4.8,48,0.23,100,84,0.0,0.0,16.8,0.0,0.0,6.0,1661.0,83.33,99.7,27.09,26.01,8.0,402.0,0.0,100.0,5.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,20.0,0.4,0.1288,4.3
52ef95b5860fb28c,Jean Silva,Lord,16,2,0,170.18,65.77,175.26,Orthodox,"Dec 27, 1996",4.87,52,4.13,56,0.6,50,86,0.9,0.0,27.72,0.0,0.0,5.0,909.0,100.0,41.58,4.95,42.57,5.0,290.0,3.0,100.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,2.75,0.1727,12.68
009341ed974bad72,Jiri Prochazka,,31,5,1,190.5,92.99,203.2,Orthodox,"Oct 14, 1992",5.74,55,5.7,43,0.6,60,68,0.2,2.2,13.91,2.2,100.0,7.0,1229.0,71.43,484.78,16.11,46.87,4.0,775.0,1.0,60.0,4.0,1.0,28.57,1.0,2.0,2.0,100.0,0.0,75.0,9.75,0.3523,10.25
4333a8e70a672eb7,Brogan Walker,The Bear,8,4,0,162.56,56.7,170.18,Switch,"Aug 02, 1988",2.04,30,3.7,47,0.0,0,11,0.0,0.0,15.08,1.68,100.0,2.0,537.0,0.0,234.64,31.84,30.17,0.0,193.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099,0.9
4948e412fa6ab67d,Ravena Oliveira,Kenoudy,7,2,1,165.1,52.16,165.1,Orthodox,"Feb 20, 1997",1.0,48,1.2,48,2.0,66,62,0.0,0.0,24.0,0.0,0.0,1.0,300.0,0.0,966.0,6.0,9.0,0.0,31.0,0.0,66.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
43a59ce3bb40449e,Mizuki,,15,6,0,160.02,52.16,165.1,Orthodox,"Aug 19, 1994",4.56,50,5.62,48,0.33,14,85,0.0,1.0,20.0,0.0,0.0,3.0,900.0,0.0,660.0,13.0,45.0,0.0,403.0,0.0,14.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2278,3.49
c9cf753cfdf77fc2,Marcin Tybura,Tybur,27,9,0,190.5,112.94,198.12,Orthodox,"Nov 09, 1985",3.6,48,3.31,55,1.39,33,75,0.1,0.86,6.18,0.34,50.0,22.0,5243.0,27.27,757.35,20.26,31.76,1.0,1835.0,2.0,33.82,5.0,1.0,18.18,0.0,1.0,1.0,100.0,0.0,60.0,12.6,0.1699,5.61
132deb59abae64b1,Valentina Shevchenko,Bullet,25,4,1,165.1,56.7,167.64,Southpaw,"Mar 07, 1988",3.14,52,2.06,63,2.62,60,75,0.3,0.19,10.48,1.75,88.89,18.0,4636.0,33.33,1169.26,43.1,26.4,2.0,2022.0,7.0,60.2,4.0,2.0,0.0,0.0,12.0,12.0,100.0,58.33,100.0,14.0,0.2284,7.94
b08012bbe542592a,Tatiana Suarez,,11,1,0,165.1,52.16,167.64,Southpaw,"Dec 19, 1990",3.22,61,1.58,47,4.65,47,80,0.7,0.0,2.47,1.98,100.0,8.0,1822.0,62.5,1553.51,26.67,39.02,0.0,472.0,4.0,47.46,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,70.0,0.1597,6.58
9cdd2da1a9104a0b,Macy Chiasson,,11,4,0,180.34,61.23,182.88,Orthodox,"Jul 27, 1991",3.49,46,2.68,45,2.08,35,71,0.4,0.35,7.38,1.76,80.0,12.0,2562.0,41.67,938.64,15.81,50.59,2.0,923.0,3.0,35.42,3.0,2.0,8.33,0.0,0.0,0.0,0.0,0.0,100.0,18.67,0.1671,6.71
1ae8f3c723aacff4,Ricardo Ramos,,17,7,0,175.26,65.77,182.88,Orthodox,"Aug 01, 1995",2.97,36,4.06,54,2.57,57,70,0.7,0.55,7.45,0.83,33.33,14.0,3260.0,21.43,324.39,18.77,23.19,3.0,1094.0,6.0,57.5,2.0,1.0,14.29,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.1224,5.62
476fe566d2df676e,Modestas Bukauskas,The Baltic Gladiator,18,6,0,190.5,92.99,193.04,Switch,"Feb 10, 1994",3.26,42,4.07,51,0.31,66,77,0.2,1.67,7.51,0.0,0.0,10.0,2158.0,30.0,233.55,13.35,24.19,1.0,731.0,1.0,66.67,2.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,2.82
2b6fc1c02736833d,Umar Nurmagomedov,,18,1,0,172.72,61.23,175.26,Orthodox,"Jan 03, 1996",4.38,57,2.15,60,3.26,39,78,0.3,0.48,15.68,0.0,0.0,7.0,1894.0,42.86,954.65,23.76,38.97,1.0,740.0,2.0,39.62,1.0,2.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,1.0,0.2233,5.72
5b43d68174b6e2ab,Losene Keita,Black Panther,16,1,0,172.72,65.77,182.88,Orthodox,"Dec 30, 1997",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
c6aee362c7a7d482,Randy Brown,Rudeboy,20,6,0,190.5,77.11,198.12,Orthodox,"Jul 08, 1990",4.47,47,3.26,54,0.79,39,73,0.6,1.08,12.94,1.72,75.0,20.0,4174.0,35.0,440.51,33.85,39.89,6.0,1976.0,8.0,39.29,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,3.75,0.2245,10.15
8b6e5dc2ba1edbe7,Sam Patterson,,13,2,1,190.5,77.11,198.12,Orthodox,"Apr 30, 1996",3.17,41,3.6,48,1.61,100,33,3.2,0.0,1.61,0.0,0.0,4.0,558.0,75.0,161.29,1.61,8.06,1.0,77.0,2.0,100.0,1.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0609,1.53
7d8435c56043b0ae,Ante Delija,Walking Trouble,25,6,0,190.5,111.13,198.12,Orthodox,"Aug 07, 1990",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3143bf892608139a,Yana Santos,,16,8,0,167.64,61.23,172.72,Orthodox,"Nov 11, 1989",4.42,58,3.07,52,0.87,50,53,0.1,0.62,8.65,0.31,100.0,11.0,2913.0,0.0,825.23,51.29,76.62,1.0,1046.0,1.0,50.0,0.0,0.0,27.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2101,22.11
25f9a5f3e8a52618,Jhonata Diniz,,9,1,0,193.04,115.21,200.66,Orthodox,"Jun 23, 1991",4.58,56,3.71,59,0.0,0,78,0.0,0.0,19.19,0.0,0.0,4.0,1032.0,25.0,59.3,35.76,9.59,1.0,347.0,0.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1996,7.02
f782f953bfe7b5f2,Jonathan Micallef,The Captain,8,1,0,182.88,77.11,195.58,Southpaw,"Mar 05, 1999",4.77,43,4.0,58,0.83,50,50,0.8,0.0,0.0,0.0,0.0,1.0,300.0,0.0,27.0,15.0,84.0,1.0,192.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2833,0.0
c1085e1701b13eca,Joe Pyfer,Bodybagz,14,3,0,187.96,83.91,190.5,Orthodox,"Sep 17, 1996",3.74,43,3.2,54,1.35,42,60,0.7,0.0,2.18,0.73,100.0,6.0,1240.0,66.67,121.94,13.06,40.65,4.0,505.0,2.0,33.33,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,3.33,0.1702,5.3
4144798612ef96e5,Edmen Shahbazyan,The Golden Boy,15,5,0,187.96,83.91,190.5,Orthodox,"Nov 20, 1997",3.74,48,3.62,48,1.69,37,66,0.4,0.0,18.47,3.32,88.89,13.0,2437.0,46.15,450.92,10.71,35.45,6.0,784.0,3.0,37.5,5.0,1.0,23.08,0.0,0.0,0.0,0.0,0.0,100.0,5.0,0.1551,19.94
2bd98ab77a8daa75,Stewart Nicoll,Kakamora,8,1,0,165.1,56.7,165.1,Orthodox,"Nov 04, 1994",3.02,47,1.13,40,5.66,100,0,0.0,0.0,0.0,5.66,0.0,1.0,159.0,0.0,701.89,11.32,11.32,0.0,17.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0503,0.0
8c0580d4fff106c1,Kelvin Gastelum,,20,10,0,175.26,83.91,180.34,Southpaw,"Oct 24, 1991",3.67,42,3.49,57,1.05,34,58,0.1,1.16,12.37,1.6,45.45,24.0,6185.0,20.83,398.56,29.1,30.99,9.0,2858.0,2.0,34.33,3.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,100.0,6.0,0.1945,6.28
bc7d1ad49fcb2d08,Jaqueline Amorim,,10,1,0,160.02,52.16,172.72,Orthodox,"Jun 24, 1995",2.68,53,1.43,64,2.22,37,0,4.8,0.0,2.88,0.0,0.0,5.0,936.0,80.0,1236.54,1.92,11.54,0.0,204.0,13.0,37.5,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,80.0,0.1165,8.57
2e19380f34871c6a,Dominick Reyes,The Devastator,15,4,0,193.04,92.99,195.58,Southpaw,"Dec 26, 1989",5.58,54,3.54,50,0.31,28,82,0.3,1.04,13.84,0.0,0.0,13.0,2601.0,53.85,170.59,32.87,46.02,7.0,1012.0,2.0,28.57,6.0,1.0,23.08,1.0,1.0,1.0,100.0,0.0,83.33,11.67,0.2111,8.45
0be6776db31d98ec,Mitch Raposo,,9,3,0,165.1,56.7,162.56,Switch,"Oct 16, 1998",1.62,33,3.2,55,3.54,37,50,0.0,0.0,1.5,0.0,0.0,2.0,600.0,0.0,400.5,1.5,18.0,0.0,102.0,0.0,33.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683,2.3
2dbc60c52de126d8,Harry Hardwick,Houdini,13,3,1,172.72,70.31,180.34,Switch,"Sep 29, 1994",0.0,0,0.0,0,0.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
c814b4c899793af6,Rafael Fiziev,Ataman,13,4,0,172.72,70.31,180.34,Switch,"Mar 05, 1993",4.77,52,4.77,50,0.89,72,90,0.0,0.75,19.4,0.0,0.0,11.0,2412.0,27.27,226.12,38.43,96.64,2.0,1229.0,0.0,72.73,3.0,0.0,18.18,1.0,1.0,1.0,100.0,0.0,66.67,0.67,0.2674,57.81
