id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
c15fa95b9a12fde4,Junior Tafa,The Juggernaut,6,4,0,190.5,92.99,190.5,Orthodox,"Sep 21, 1996",3.19,51,2.49,51,0.0,0,69,0.0
65f09bacd3957381,Cory Sandhagen,,18,5,0,180.34,61.23,177.8,Switch,"Apr 20, 1992",5.06,45,3.34,56,1.28,34,63,0.3
5e9ca8dd7d783a75,Alden Coria,Cobra,10,3,0,,56.7,,Orthodox,"Apr 24, 1998",0.0,0,0.0,0,0.0,0,0,0.0
f1fac969a1d70b08,Leon Edwards,Rocky,22,5,0,187.96,77.11,187.96,Southpaw,"Aug 25, 1991",2.62,54,2.42,53,1.18,36,63,0.4
d0fd0d9ee560dae7,Brando Pericic,The Balkan Bear,4,1,0,,120.2,,,"Aug 03, 1994",0.0,0,0.0,0,0.0,0,0,0.0
b4b496ec2197ee3e,Navajo Stirling,,7,0,0,193.04,92.99,200.66,Orthodox,"Nov 07, 1997",6.43,52,2.49,61,1.2,30,78,0.0
71171fc96445bf65,Vitor Petrino,,12,2,0,187.96,120.2,195.58,Orthodox,"Aug 28, 1997",2.72,45,2.6,47,3.25,58,71,1.0
cdb7b38b1b357f26,Louie Sutherland,The Vanilla Gorilla,10,3,0,,120.2,,,"Feb 08, 1994",0.0,0,0.0,0,0.0,0,0,0.0
6e8f1bcdda94ff45,Ibo Aslan,The Last Ottoman,14,3,0,190.5,92.99,195.58,Orthodox,"Apr 23, 1996",5.09,47,3.47,59,0.0,0,86,0.0
3a46b268013afede,Kevin Holland,Trailblazer,28,14,0,190.5,77.11,205.74,Orthodox,"Nov 05, 1992",4.3,50,3.22,50,0.82,38,55,0.6
52c2ae6d2f2d2613,Youssef Zalal,The Moroccan Devil,17,5,1,177.8,65.77,182.88,Switch,"Sep 04, 1996",3.07,50,1.8,66,2.09,30,59,1.3
