id,total_fights,total_fight_time_sec,finish_rate,ctrl_avg,leg_landed_avg,body_landed_avg,kd,strikes_attempted,sub_att,career_td_acc,ko_tko_wins,sub_wins,ko_loss_rate,never_submitted,five_round_fights,five_round_wins,five_round_win_rate,five_round_decision_rate,ground_finish_rate,ground_landed_per_tko,sig_str_landed_per_sec,splm_std
04c8b08b16a5b99e,10,2393,30.0,169.24,62.06,38.74,2.0,979.0,0.0,0.0,3,0,10.0,1,0,0,0.0,0.0,100.0,3.67,0.2156,6.21
e4a47b07044ddd72,9,2200,55.56,157.91,55.23,57.68,4.0,1362.0,3.0,0.0,3,2,0.0,1,0,0,0.0,0.0,66.67,6.0,0.28,20.58
6b453bc35a823c3f,8,1791,62.5,94.47,25.63,70.85,6.0,1000.0,1.0,16.67,4,1,0.0,1,1,1,100.0,100.0,100.0,6.75,0.3021,8.86
ee18ff42063174df,5,824,40.0,18.57,5.46,26.21,1.0,186.0,0.0,0.0,2,0,60.0,1,0,0,0.0,0.0,100.0,4.0,0.1007,2.57
d3f5d33d61cd00c9,10,2911,0.0,751.6,27.21,36.17,2.0,1147.0,0.0,56.67,0,0,10.0,1,1,1,100.0,100.0,0.0,0.0,0.1972,8.37
7832f2f62f04178f,4,1070,0.0,611.5,26.07,45.42,0.0,399.0,0.0,38.89,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1682,6.07
6b7c7460855dbbb9,4,1185,0.0,574.94,32.66,13.67,0.0,390.0,1.0,26.09,0,0,25.0,0,0,0,0.0,0.0,0.0,0.0,0.1325,4.4
305d73ede05e31ad,5,1451,0.0,251.83,11.16,40.94,2.0,709.0,0.0,66.67,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.184,5.68
6e00cfffd54653c4,8,1528,37.5,92.47,38.29,35.34,3.0,867.0,0.0,0.0,3,0,0.0,0,0,0,0.0,0.0,100.0,5.67,0.1911,18.43
f8f1ec513bcfef43,3,900,0.0,429.0,23.0,29.0,1.0,424.0,0.0,33.33,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1789,3.77
fc6e681bf6658faf,9,2436,11.11,299.63,30.3,49.88,0.0,1309.0,0.0,22.58,1,0,0.0,0,0,0,0.0,0.0,100.0,33.0,0.1831,8.52
f2925e6db404bf1d,25,5005,32.0,346.87,10.25,47.65,10.0,2760.0,0.0,73.91,8,0,12.0,0,5,5,100.0,60.0,87.5,4.0,0.2665,36.76
3c8a5200436e19f3,6,1183,33.33,623.08,52.49,46.41,1.0,618.0,2.0,27.27,2,0,33.33,1,0,0,0.0,0.0,100.0,17.5,0.2544,29.15
51c655162e462ceb,3,315,0.0,0.0,40.0,28.57,0.0,122.0,0.0,0.0,0,0,100.0,1,0,0,0.0,0.0,0.0,0.0,0.1587,4.41
c7d7fda69ec410d3,3,882,0.0,483.67,22.45,26.53,0.0,224.0,4.0,21.43,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1202,2.88
a6cba6bb66c1a8c9,14,3135,28.57,330.14,18.95,30.43,3.0,1024.0,2.0,9.52,3,1,35.71,0,0,0,0.0,0.0,66.67,0.67,0.1292,4.62
32c355b04fc57f3a,15,3726,13.33,849.28,28.26,32.37,2.0,1146.0,0.0,43.96,2,0,0.0,0,0,0,0.0,0.0,50.0,0.5,0.1243,7.89
ea7e5bc78d9de658,7,1448,28.57,417.06,12.43,58.43,3.0,758.0,1.0,66.67,2,0,0.0,0,0,0,0.0,0.0,50.0,1.0,0.23,8.46
fd406a32a6fb3a29,6,1442,33.33,526.14,24.97,41.19,1.0,578.0,2.0,42.86,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1775,6.94
ee9ebceabfd16fa7,19,4325,36.84,1118.29,4.99,34.54,1.0,1995.0,11.0,43.4,3,4,5.26,0,2,2,100.0,0.0,100.0,39.0,0.1949,21.2
135d124172a0bea3,7,2100,0.0,506.57,21.43,47.57,1.0,825.0,0.0,28.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1681,4.36
791c8437b341fba5,8,1686,62.5,715.84,28.29,10.14,1.0,314.0,5.0,66.67,3,2,0.0,1,0,0,0.0,0.0,66.67,7.67,0.089,5.89
e00a3dee329a51f7,8,1891,25.0,530.2,25.7,55.21,3.0,788.0,1.0,40.91,2,0,12.5,0,0,0,0.0,0.0,100.0,4.0,0.1967,4.69
55fa6ce3e522c8bb,7,1864,14.29,257.35,64.22,66.15,0.0,987.0,1.0,19.44,0,1,14.29,1,0,0,0.0,0.0,0.0,0.0,0.228,6.55
a817e238b2747404,3,528,0.0,601.7,0.0,6.82,0.0,74.0,0.0,50.0,0,0,66.67,1,0,0,0.0,0.0,0.0,0.0,0.036,1.35
f5779a2303ed76ec,4,727,75.0,939.61,14.86,7.43,0.0,85.0,3.0,66.67,0,3,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0578,2.48
f7be1db194e03d7e,2,600,0.0,912.0,31.5,25.5,0.0,223.0,0.0,19.23,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.165,1.5
eae48ff31db420c2,11,2615,36.36,1163.29,20.99,41.64,3.0,1073.0,0.0,37.04,4,0,0.0,1,1,1,100.0,0.0,100.0,23.25,0.2008,6.13
9d19d9e4aa2662e8,14,3840,7.14,549.61,28.36,42.19,2.0,1711.0,1.0,27.91,1,0,7.14,1,0,0,0.0,0.0,100.0,3.0,0.1943,5.18
369ea36e450ae62a,7,2047,0.0,132.34,99.36,47.92,0.0,937.0,0.0,33.33,0,0,14.29,0,0,0,0.0,0.0,0.0,0.0,0.2428,8.1
798e48f9e7f6ba22,7,1596,0.0,411.09,16.35,24.81,0.0,570.0,0.0,26.47,0,0,14.29,0,0,0,0.0,0.0,0.0,0.0,0.1598,7.37
59c438c81fbf3ece,2,387,0.0,2202.33,23.26,44.19,0.0,146.0,2.0,23.53,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.1938,0.51
029e1293e609fd74,4,1070,0.0,1025.33,19.35,16.82,0.0,250.0,0.0,22.22,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1243,3.82
53c943c873cffe90,6,1410,16.67,750.0,28.72,35.11,1.0,491.0,0.0,33.33,1,0,16.67,1,0,0,0.0,0.0,100.0,1.0,0.1709,6.04
80fa8218c99f9c58,18,3564,55.56,1061.11,44.19,31.31,8.0,1784.0,10.0,56.72,7,3,5.56,0,11,11,100.0,45.45,71.43,5.86,0.2604,11.13
31f8081c7600da93,10,2061,20.0,532.75,28.38,41.05,0.0,764.0,4.0,20.59,2,0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.1693,141.45
9ada30894bf04e19,6,1638,16.67,254.95,40.66,31.87,0.0,625.0,1.0,30.0,0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1642,3.55
5e6294b37bbef029,7,1468,42.86,579.36,12.87,11.65,0.0,258.0,2.0,42.86,1,2,0.0,0,0,0,0.0,0.0,100.0,12.0,0.0817,3.67
78f485f851891d68,6,1102,0.0,98.0,36.75,33.48,1.0,433.0,1.0,16.67,0,0,16.67,0,0,0,0.0,0.0,0.0,0.0,0.1279,3.17
3c26c420584d912d,2,412,0.0,1210.19,8.74,48.06,0.0,157.0,0.0,30.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1602,5.5
31123249b0bbf52e,30,5494,50.0,583.51,16.05,50.78,11.0,1874.0,24.0,46.97,13,2,10.0,0,1,1,100.0,0.0,69.23,8.92,0.1891,28.37
a20f234df70f2182,10,2814,10.0,286.89,25.59,36.78,1.0,2078.0,1.0,0.0,1,0,0.0,1,0,0,0.0,0.0,100.0,1.0,0.2708,7.92
6c8072b61c276e67,9,2287,11.11,964.54,29.12,24.79,0.0,781.0,2.0,42.86,1,0,0.0,0,0,0,0.0,0.0,100.0,36.0,0.1762,5.98
242d36d241b43c12,4,765,25.0,144.71,28.24,7.06,0.0,298.0,2.0,25.0,0,1,25.0,1,0,0,0.0,0.0,0.0,0.0,0.1647,5.86
eaa9402e5a7990ad,1,130,0.0,0.0,6.92,0.0,0.0,29.0,0.0,0.0,0,0,100.0,1,0,0,0.0,0.0,0.0,0.0,0.1077,0.0
8d20d76af3f213ce,4,749,25.0,486.65,33.64,27.64,1.0,180.0,1.0,40.0,0,1,25.0,0,0,0,0.0,0.0,0.0,0.0,0.1389,3.84
814ff3018127e8fc,11,2688,9.09,474.11,20.76,39.84,3.0,1105.0,3.0,13.33,1,0,18.18,1,0,0,0.0,0.0,100.0,6.0,0.176,7.51
02f8fedc18cbd26c,5,1500,0.0,36.0,77.4,68.4,0.0,1072.0,0.0,14.29,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.3727,4.63
33efaf2d0941cfcf,7,1271,28.57,88.51,16.29,27.62,2.0,486.0,0.0,100.0,2,0,57.14,1,0,0,0.0,0.0,100.0,1.5,0.1589,11.77
2c010b26a3306969,3,736,0.0,1180.03,8.56,19.57,0.0,136.0,0.0,35.71,0,0,66.67,1,0,0,0.0,0.0,0.0,0.0,0.0856,0.22
e9a3aeb207578eea,16,3538,31.25,683.78,11.45,14.25,4.0,677.0,3.0,35.59,3,2,18.75,1,0,0,0.0,0.0,66.67,1.0,0.0865,2.89
262d32ebda89efc4,7,1765,28.57,142.78,44.87,50.48,2.0,976.0,0.0,25.0,2,0,0.0,1,0,0,0.0,0.0,50.0,1.5,0.2555,8.1
8abac218746e04ca,7,1153,28.57,163.14,5.46,17.95,2.0,315.0,0.0,37.5,2,0,14.29,0,0,0,0.0,0.0,100.0,14.0,0.1136,8.41
361d49960a196976,14,2793,35.71,633.51,20.95,17.4,2.0,728.0,13.0,24.0,1,4,14.29,1,0,0,0.0,0.0,100.0,48.0,0.1293,4.49
b93c06d09d1c4ac0,8,2191,12.5,641.21,31.22,39.84,1.0,1285.0,6.0,30.3,1,0,0.0,1,0,0,0.0,0.0,100.0,2.0,0.2373,9.36
9abc648e76c4493a,10,2468,20.0,477.35,44.49,55.06,2.0,1218.0,1.0,56.25,1,1,20.0,1,0,0,0.0,0.0,100.0,24.0,0.2528,8.74
7138a15258dabf20,5,1362,0.0,504.85,20.48,43.61,0.0,313.0,0.0,60.0,0,0,20.0,1,0,0,0.0,0.0,0.0,0.0,0.1278,2.21
4ba8d454f762005d,14,3687,42.86,344.67,25.14,22.7,8.0,1375.0,7.0,31.82,2,4,0.0,0,0,0,0.0,0.0,50.0,7.0,0.134,6.02
f9b200db02b488d9,13,3389,15.38,150.58,44.61,46.21,5.0,1510.0,3.0,37.93,1,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.2018,5.71
34c2b3656f88f7ef,4,1049,0.0,372.35,4.29,32.6,0.0,148.0,2.0,50.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0753,1.98
98215d037be5bcb7,13,3706,23.08,470.4,28.66,54.4,0.0,1916.0,9.0,44.44,0,3,15.38,1,1,1,100.0,100.0,0.0,0.0,0.1986,5.67
0a73acff6325c1e2,6,1113,16.67,1533.15,8.89,8.09,3.0,270.0,1.0,35.0,1,0,16.67,0,0,0,0.0,0.0,100.0,15.0,0.1114,9.79
279566840aa55bf2,17,3968,41.18,269.91,46.27,54.66,4.0,1998.0,2.0,66.67,6,1,5.88,0,4,4,100.0,0.0,66.67,6.5,0.2868,10.39
2f13e4020cea5b38,19,4611,15.79,345.87,47.23,24.59,2.0,1799.0,2.0,38.71,2,1,15.79,0,0,0,0.0,0.0,50.0,3.5,0.1705,19.55
c878270af633eb11,7,909,28.57,452.48,8.91,53.47,2.0,252.0,1.0,45.45,2,0,42.86,0,0,0,0.0,0.0,100.0,5.5,0.1595,18.21
a53d30163304aa6e,7,1273,42.86,512.57,16.26,32.52,2.0,441.0,2.0,22.73,1,2,42.86,1,0,0,0.0,0.0,100.0,10.0,0.1524,6.92
5da33b8fbfa5ee95,7,1939,14.29,343.01,25.06,13.46,2.0,360.0,3.0,36.0,1,0,14.29,1,0,0,0.0,0.0,100.0,3.0,0.0897,2.94
2eeaefbfc7f9fcff,11,2987,0.0,688.48,9.04,46.4,2.0,703.0,1.0,27.78,0,0,18.18,0,0,0,0.0,0.0,0.0,0.0,0.1306,4.5
725b1abc9a39d873,4,969,25.0,568.42,26.93,15.79,0.0,313.0,3.0,33.33,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1579,5.21
08af939f41b5a57b,24,5389,33.33,887.14,22.88,31.73,7.0,1687.0,12.0,38.27,3,5,20.83,0,0,0,0.0,0.0,33.33,6.33,0.154,4.58
b96619b3acd7d9da,14,3227,21.43,1069.85,14.22,47.13,1.0,1343.0,12.0,25.33,1,2,7.14,0,1,1,100.0,0.0,100.0,25.0,0.1915,9.68
45f7cb591c3ab00b,9,2004,44.44,1549.85,55.24,17.96,1.0,923.0,8.0,54.39,0,4,11.11,1,2,2,100.0,50.0,0.0,0.0,0.2565,9.52
69898645d600abdb,3,856,33.33,266.0,37.85,36.8,0.0,292.0,0.0,42.86,1,0,0.0,1,0,0,0.0,0.0,100.0,51.0,0.2091,7.66
4dcfb28c011c11b2,9,2199,11.11,687.59,26.6,26.19,0.0,609.0,5.0,20.83,0,1,22.22,0,0,0,0.0,0.0,0.0,0.0,0.1419,8.27
7cbf7c78d3b34218,13,3062,15.38,626.94,35.86,52.91,2.0,1166.0,0.0,26.79,2,0,15.38,1,0,0,0.0,0.0,100.0,6.0,0.2097,34.33
b1a3e0aca758b322,21,4206,42.86,892.51,19.69,21.18,6.0,1391.0,7.0,31.58,7,2,28.57,1,3,3,100.0,33.33,85.71,9.14,0.1541,41.82
c0386644627a7ee5,4,1200,0.0,90.0,31.5,59.25,4.0,544.0,1.0,42.86,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.2208,3.71
886264a0c9f4ea5e,9,2333,33.33,709.43,11.96,13.12,0.0,335.0,7.0,53.33,0,3,22.22,0,0,0,0.0,0.0,0.0,0.0,0.0664,2.36
323d4ca260dfa0ba,6,1537,16.67,100.13,30.45,59.14,2.0,1402.0,1.0,66.67,1,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.3975,8.32
441eacbe20e0e80b,9,1775,22.22,521.24,27.38,61.35,1.0,872.0,0.0,40.0,2,0,44.44,1,0,0,0.0,0.0,100.0,7.0,0.2423,68.15
b08012bbe542592a,8,1822,62.5,1553.51,26.67,39.02,0.0,472.0,4.0,47.46,1,4,0.0,1,0,0,0.0,0.0,100.0,70.0,0.1597,6.58
a2ccf35a88346a91,3,450,0.0,394.0,8.0,10.0,0.0,82.0,0.0,55.56,0,0,66.67,0,0,0,0.0,0.0,0.0,0.0,0.0667,27.04
74f9448b97bf8bec,9,2049,33.33,548.17,27.23,18.45,3.0,749.0,1.0,47.62,2,1,11.11,0,0,0,0.0,0.0,100.0,2.5,0.1489,11.14
af65aa688d13eedf,9,2427,22.22,1022.37,6.67,5.56,0.0,379.0,9.0,46.67,0,2,11.11,1,0,0,0.0,0.0,0.0,0.0,0.0832,3.3
ac026518a9b4dc0f,8,1337,50.0,735.75,49.14,22.89,1.0,222.0,4.0,28.57,2,2,0.0,0,0,0,0.0,0.0,50.0,2.0,0.1025,3.93
029afd138865d20a,4,798,25.0,265.04,14.66,19.17,1.0,159.0,4.0,25.0,0,1,25.0,1,0,0,0.0,0.0,0.0,0.0,0.099,9.32
21b5c82c1b89dab1,2,505,0.0,1.78,5.35,5.35,0.0,77.0,0.0,0.0,0,0,100.0,1,0,0,0.0,0.0,0.0,0.0,0.0535,1.14
adccbc19b22e19af,1,191,0.0,744.5,23.56,14.14,1.0,69.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1047,0.0
6d35bf94f7d30241,6,1589,50.0,706.86,18.69,22.66,2.0,676.0,3.0,32.0,1,2,0.0,1,1,1,100.0,100.0,100.0,14.0,0.1479,5.39
4959f10a62f3fec3,4,960,25.0,94.69,10.31,36.56,1.0,426.0,1.0,100.0,1,0,0.0,1,0,0,0.0,0.0,100.0,7.0,0.2177,8.38
e132d47bd9efbbe0,9,2492,11.11,621.19,13.72,26.0,0.0,1108.0,2.0,43.33,0,1,11.11,1,0,0,0.0,0.0,0.0,0.0,0.1954,6.87
2f6a993c7f547c13,5,1323,0.0,929.25,17.69,18.37,1.0,430.0,0.0,31.91,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1413,3.95
aceffa19749c4dc0,9,2562,22.22,187.94,3.16,12.65,3.0,894.0,0.0,39.02,2,0,0.0,1,0,0,0.0,0.0,100.0,9.0,0.1393,3.73
7826923b47f8d72a,7,1649,71.43,554.52,39.3,21.29,2.0,602.0,7.0,28.57,2,3,0.0,1,1,1,100.0,0.0,50.0,16.5,0.1965,8.65
9ce6d5a03af801b7,12,2897,16.67,199.14,20.19,16.15,5.0,801.0,0.0,46.15,2,0,8.33,0,2,2,100.0,50.0,100.0,5.0,0.1294,3.8
d31cbcdd7d69536d,8,1882,12.5,906.22,12.91,33.0,0.0,774.0,9.0,55.26,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1817,6.71
7ff97850e8c32bda,23,4506,56.52,942.34,3.4,25.17,5.0,1881.0,16.0,33.64,6,7,8.7,0,6,6,100.0,0.0,83.33,25.0,0.2115,26.29
6fc506e1099afe20,2,534,0.0,202.25,13.48,89.33,0.0,245.0,1.0,25.0,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.2022,4.41
d317a5e2b3f88c5f,16,3257,37.5,581.95,29.29,30.67,3.0,1009.0,9.0,50.0,3,3,18.75,0,0,0,0.0,0.0,33.33,2.0,0.1489,11.24
140745cbbcb023ac,24,5090,33.33,651.93,39.08,24.75,14.0,1723.0,4.0,42.86,8,0,25.0,0,2,2,100.0,0.0,87.5,7.38,0.1745,19.37
01b352b6a9074d5c,15,3320,20.0,100.57,64.79,53.95,3.0,2131.0,0.0,50.0,3,0,20.0,0,0,0,0.0,0.0,66.67,6.33,0.2919,15.78
72ea1984c52019b5,3,716,0.0,188.55,23.88,18.85,0.0,165.0,4.0,0.0,0,0,66.67,1,0,0,0.0,0.0,0.0,0.0,0.0908,3.52
2f5cbecbbe18bac4,11,2342,18.18,283.6,21.14,18.06,2.0,567.0,1.0,23.33,2,0,54.55,1,0,0,0.0,0.0,0.0,0.0,0.1072,4.96
972c456ff38b2015,4,379,25.0,669.66,52.24,26.12,1.0,179.0,0.0,50.0,1,0,75.0,1,0,0,0.0,0.0,100.0,26.0,0.2427,22.55
253076a23d03dcd0,4,1096,25.0,943.52,17.24,13.14,0.0,124.0,4.0,33.33,0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0566,1.23
a331233f597090a5,19,4955,26.32,189.26,36.33,28.7,6.0,2479.0,4.0,22.22,4,1,10.53,0,0,0,0.0,0.0,75.0,9.25,0.2404,9.2
2804ce8dadab5770,3,453,0.0,115.23,103.31,61.59,0.0,404.0,0.0,50.0,0,0,66.67,0,0,0,0.0,0.0,0.0,0.0,0.3532,5.84
193b9d1858bc4df3,22,4789,40.91,473.21,42.1,37.59,9.0,2325.0,5.0,34.38,7,2,13.64,0,1,1,100.0,100.0,100.0,3.29,0.2362,9.79
f2688492b9a525a3,30,7930,23.33,719.55,29.74,39.04,3.0,4451.0,10.0,31.47,5,2,16.67,1,8,8,100.0,50.0,100.0,28.8,0.2271,6.28
37ed1ab2f8b819f4,7,1585,0.0,319.68,26.69,45.43,1.0,671.0,0.0,36.0,0,0,14.29,0,0,0,0.0,0.0,0.0,0.0,0.2271,7.69
5bf31a46becc1204,7,1693,14.29,349.26,36.68,39.34,3.0,564.0,3.0,66.67,1,0,14.29,0,0,0,0.0,0.0,100.0,10.0,0.1784,8.71
1291edf2d566a71a,10,2224,40.0,202.34,10.52,46.94,3.0,1443.0,3.0,28.57,3,1,10.0,1,0,0,0.0,0.0,33.33,0.33,0.2262,10.7
34e516ab361afb1c,6,1045,16.67,1176.46,13.78,26.7,1.0,169.0,9.0,88.89,0,1,33.33,0,0,0,0.0,0.0,0.0,0.0,0.1091,4.9
1a54231796e24a3f,2,600,0.0,264.0,3.0,27.0,0.0,244.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.125,3.7
760a55d5b6098cbe,2,459,0.0,601.96,31.37,49.02,0.0,182.0,1.0,50.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1699,12.12
12585614e0ed2626,4,976,0.0,1005.12,5.53,11.99,0.0,198.0,1.0,46.88,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.083,1.7
67f272324a030d00,13,1888,46.15,498.62,12.87,27.17,0.0,457.0,7.0,39.53,1,5,38.46,0,0,0,0.0,0.0,100.0,17.0,0.1255,9.51
0641c21bec209472,4,670,0.0,611.19,5.37,17.46,0.0,166.0,0.0,33.33,0,0,25.0,0,0,0,0.0,0.0,0.0,0.0,0.1418,3.48
cffb87059e645bd1,7,1412,42.86,878.33,34.42,60.55,3.0,554.0,5.0,36.84,3,0,0.0,1,0,0,0.0,0.0,100.0,14.67,0.2146,19.26
601964f9654f911a,8,1662,25.0,1223.83,34.66,26.53,4.0,669.0,0.0,40.74,2,0,12.5,0,0,0,0.0,0.0,100.0,12.0,0.1859,6.39
767755fd74662dbf,9,1721,66.67,1522.31,13.6,12.03,2.0,490.0,9.0,55.32,2,4,0.0,1,3,3,100.0,33.33,100.0,21.0,0.1732,10.5
a08ddd04eaffd81d,6,866,33.33,300.35,16.63,58.2,2.0,361.0,3.0,100.0,0,2,16.67,0,0,0,0.0,0.0,0.0,0.0,0.2333,36.16
8355922d564b152c,27,6739,44.44,378.75,18.03,35.12,4.0,3464.0,26.0,26.47,2,10,7.41,1,3,3,100.0,0.0,50.0,9.0,0.2291,11.57
2c9d00968f818270,10,2688,10.0,264.51,60.6,71.99,1.0,1443.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.2731,6.44
0112352cb32f5026,6,1322,16.67,141.6,6.13,30.64,2.0,413.0,0.0,42.86,1,0,33.33,0,0,0,0.0,0.0,100.0,6.0,0.1286,5.79
92fa1401b7927da3,14,3210,14.29,381.59,33.36,47.38,3.0,1947.0,6.0,33.33,1,1,28.57,1,0,0,0.0,0.0,100.0,5.0,0.2685,7.41
326a001926ffb7ec,3,900,0.0,479.0,54.0,55.0,0.0,394.0,0.0,30.0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.2244,7.17
77d7295d1b22c694,11,2286,18.18,278.35,21.26,26.38,3.0,944.0,0.0,39.29,2,0,18.18,0,0,0,0.0,0.0,50.0,1.5,0.164,8.53
c21a036b4e012f1c,20,5263,15.0,39.16,57.63,55.58,6.0,2690.0,0.0,0.0,3,0,10.0,0,0,0,0.0,0.0,66.67,8.0,0.2546,7.48
b9f28e7045fdfce7,13,3434,30.77,642.89,27.78,25.42,5.0,1550.0,7.0,33.33,2,2,7.69,1,0,0,0.0,0.0,100.0,21.0,0.2373,12.97
fb3e61720be4690c,7,1791,42.86,733.67,18.59,52.76,4.0,725.0,5.0,50.0,2,1,0.0,0,0,0,0.0,0.0,100.0,13.5,0.2205,9.57
b4537562f88ac582,6,1300,16.67,112.85,18.0,17.31,2.0,502.0,1.0,0.0,1,0,16.67,1,0,0,0.0,0.0,100.0,3.0,0.1254,3.72
d05412b513b19621,10,1958,20.0,450.92,33.55,34.01,0.0,452.0,2.0,55.0,1,1,10.0,0,0,0,0.0,0.0,0.0,0.0,0.1277,5.98
a78a87d8c2bbb1cb,9,2163,22.22,245.91,21.22,21.22,0.0,676.0,9.0,20.83,0,2,22.22,0,0,0,0.0,0.0,0.0,0.0,0.1216,3.97
4e06913c91da5200,17,4496,5.88,584.92,16.41,27.82,2.0,1505.0,1.0,39.58,1,0,11.76,0,0,0,0.0,0.0,100.0,2.0,0.1423,4.46
12ebd7d157e91701,11,2246,36.36,291.32,13.62,23.24,2.0,783.0,0.0,22.73,4,0,9.09,0,0,0,0.0,0.0,100.0,8.25,0.1674,6.68
b1e5bcaad32a3cac,12,2562,33.33,47.78,9.84,27.4,3.0,958.0,0.0,33.33,4,0,8.33,0,0,0,0.0,0.0,50.0,4.0,0.1647,5.91
5f3805dda9661cba,6,757,16.67,1254.29,7.13,15.46,1.0,157.0,2.0,48.39,0,1,66.67,1,0,0,0.0,0.0,0.0,0.0,0.0925,4.85
98d961097baaf308,11,2430,27.27,332.22,65.56,73.7,6.0,1984.0,4.0,44.44,2,1,18.18,1,0,0,0.0,0.0,100.0,26.5,0.428,43.03
8be158ca1e5ea6a0,8,2198,12.5,54.87,23.75,18.02,3.0,826.0,0.0,100.0,1,0,25.0,1,0,0,0.0,0.0,100.0,6.0,0.1306,2.76
fdbefee0827e1567,6,1684,16.67,378.38,33.14,47.57,0.0,746.0,1.0,30.0,0,1,16.67,1,0,0,0.0,0.0,0.0,0.0,0.1835,6.99
31bb0772f21cabd8,6,951,0.0,232.81,18.93,23.66,3.0,224.0,2.0,50.0,0,0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.1073,8.72
9c65736747ca92ec,11,2655,36.36,309.15,17.63,26.1,3.0,717.0,2.0,25.93,2,2,9.09,0,0,0,0.0,0.0,50.0,7.0,0.1266,7.22
8c57c7b8c3bab0eb,6,1415,33.33,484.03,20.35,12.72,0.0,510.0,0.0,28.57,2,0,16.67,1,0,0,0.0,0.0,100.0,3.0,0.1484,5.6
87a1dc546b1c5caf,14,2929,35.71,824.72,2.15,5.22,1.0,387.0,9.0,43.04,1,4,21.43,0,0,0,0.0,0.0,100.0,4.0,0.0584,11.35
f6ad6a1e4d600e0d,5,1334,0.0,885.83,23.61,62.74,0.0,891.0,0.0,52.78,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.2804,5.0
297a2b35444c245b,3,715,0.0,414.13,28.95,36.5,0.0,232.0,2.0,18.18,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1469,1.31
dea070ed4a2a8281,24,4431,45.83,384.09,46.51,41.44,14.0,1844.0,1.0,33.33,11,0,12.5,0,3,3,100.0,33.33,81.82,12.64,0.2004,19.83
6f7c616b98e18c29,8,2083,37.5,826.98,24.2,21.6,0.0,559.0,7.0,26.87,0,3,0.0,1,0,0,0.0,0.0,0.0,0.0,0.1128,3.58
4333a8e70a672eb7,2,537,0.0,234.64,31.84,30.17,0.0,193.0,0.0,0.0,0,0,50.0,1,0,0,0.0,0.0,0.0,0.0,0.1099,0.9
d156513a19acf856,24,5462,25.0,129.02,21.59,19.11,7.0,1703.0,1.0,14.29,5,1,16.67,0,0,0,0.0,0.0,80.0,4.4,0.1388,7.0
3351aa64aa83c4d9,6,1361,16.67,1089.79,9.92,8.6,0.0,535.0,2.0,45.45,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.144,3.86
2b68d9f125d07b42,7,1864,0.0,123.12,49.25,42.49,0.0,895.0,0.0,0.0,0,0,42.86,0,0,0,0.0,0.0,0.0,0.0,0.213,11.18
6a2f7c151031653d,36,8599,25.0,858.76,34.02,45.42,7.0,3871.0,20.0,35.6,4,5,11.11,0,7,7,100.0,57.14,75.0,4.0,0.2119,28.72
e7e01e266a9d4342,4,898,25.0,967.15,24.05,24.05,3.0,238.0,0.0,83.33,1,0,0.0,1,0,0,0.0,0.0,100.0,50.0,0.1548,11.3
d7338bcb141abd2c,8,2132,25.0,564.4,15.62,33.77,0.0,615.0,3.0,42.86,1,1,12.5,0,0,0,0.0,0.0,100.0,26.0,0.1538,3.13
f72465a784c1b084,16,4316,6.25,395.99,33.36,41.29,0.0,2388.0,7.0,40.91,1,0,6.25,1,0,0,0.0,0.0,0.0,0.0,0.2074,11.43
